ID	protein_1	protein_2	protein_3	protein_4	protein_5	protein_6	protein_7	protein_8	protein_9	protein_10	protein_11	protein_12	protein_13	protein_14	protein_15	protein_16	protein_17	protein_18	protein_19	protein_20	protein_21	protein_22	protein_23	protein_24	protein_25	protein_26	protein_27	protein_28	protein_29	protein_30	protein_31	protein_32	protein_33	protein_34	protein_35	protein_36	protein_37	protein_38	protein_39	protein_40	protein_41	protein_42	protein_43	protein_44	protein_45	protein_46	protein_47	protein_48	protein_49	protein_50	protein_51	protein_52	protein_53	protein_54	protein_55	protein_56	protein_57	protein_58	protein_59	protein_60	protein_61	protein_62	protein_63	protein_64	protein_65	protein_66	protein_67	protein_68	protein_69	protein_70	protein_71	protein_72	protein_73	protein_74	protein_75	protein_76	protein_77	protein_78	protein_79	protein_80	protein_81	protein_82	protein_83	protein_84	protein_85	protein_86	protein_87	protein_88	protein_89	protein_90	protein_91	protein_92	protein_93	protein_94	protein_95	protein_96	protein_97	protein_98	protein_99	protein_100	protein_101	protein_102	protein_103	protein_104	protein_105	protein_106	protein_107	protein_108	protein_109	protein_110	protein_111	protein_112	protein_113	protein_114	protein_115	protein_116	protein_117	protein_118	protein_119	protein_120	protein_121	protein_122	protein_123	protein_124	protein_125	protein_126	protein_127	protein_128	protein_129	protein_130	protein_131	protein_132	protein_133	protein_134	protein_135	protein_136	protein_137	protein_138	protein_139	protein_140	protein_141	protein_142	protein_143	protein_144	protein_145	protein_146	protein_147	protein_148	protein_149	protein_150	protein_151	protein_152	protein_153	protein_154	protein_155	protein_156	protein_157	protein_158	protein_159	protein_160	protein_161	protein_162	protein_163	protein_164	protein_165	protein_166	protein_167	protein_168	protein_169	protein_170	protein_171	protein_172	protein_173	protein_174	protein_175	protein_176	protein_177	protein_178	protein_179	protein_180	protein_181	protein_182	protein_183	protein_184	protein_185	protein_186	protein_187	protein_188	protein_189	protein_190	protein_191	protein_192	protein_193	protein_194	protein_195	protein_196	protein_197	protein_198	protein_199	protein_200	protein_201	protein_202	protein_203	protein_204	protein_205	protein_206	protein_207	protein_208	protein_209	protein_210	protein_211	protein_212	protein_213	protein_214	protein_215	protein_216	protein_217	protein_218	protein_219	protein_220	protein_221	protein_222	protein_223	protein_224	protein_225	protein_226	protein_227	protein_228	protein_229	protein_230	protein_231	protein_232	protein_233	protein_234	protein_235	protein_236	protein_237	protein_238	protein_239	protein_240	protein_241	protein_242	protein_243	protein_244	protein_245	protein_246	protein_247	protein_248	protein_249	protein_250	protein_251	protein_252	protein_253	protein_254	protein_255	protein_256	protein_257	protein_258	protein_259	protein_260	protein_261	protein_262	protein_263	protein_264	protein_265	protein_266	protein_267	protein_268	protein_269	protein_270	protein_271	protein_272	protein_273	protein_274	protein_275	protein_276	protein_277	protein_278	protein_279	protein_280	protein_281	protein_282	protein_283	protein_284	protein_285	protein_286	protein_287	protein_288	protein_289	protein_290	protein_291	protein_292	protein_293	protein_294	protein_295	protein_296	protein_297	protein_298	protein_299	protein_300	protein_301	protein_302	protein_303	protein_304	protein_305	protein_306	protein_307	protein_308	protein_309	protein_310	protein_311	protein_312	protein_313	protein_314	protein_315	protein_316	protein_317	protein_318	protein_319	protein_320	protein_321	protein_322	protein_323	protein_324	protein_325	protein_326	protein_327	protein_328	protein_329	protein_330	protein_331	protein_332	protein_333	protein_334	protein_335	protein_336	protein_337	protein_338	protein_339	protein_340	protein_341	protein_342	protein_343	protein_344	protein_345	protein_346	protein_347	protein_348	protein_349	protein_350	protein_351	protein_352	protein_353	protein_354	protein_355	protein_356	protein_357	protein_358	protein_359	protein_360	protein_361	protein_362	protein_363	protein_364	protein_365	protein_366	protein_367	protein_368	protein_369	protein_370	protein_371	protein_372	protein_373
750	22	16	15	12	10	0	12	6	0	13	0	2	18	5	0	13	9	21	0	15	7	10	0	21	21	15	14	22	20	19	18	31	14	0	0	0	16	0	16	0	0	0	25	13	28	20	20	13	9	35	0	8	0	19	0	2	6	21	20	2	11	22	14	13	1	21	0	0	8	1	12	13	21	6	20	18	0	0	0	14	33	17	0	19	36	0	16	22	14	21	0	16	0	15	0	8	17	27	12	8	7	0	0	0	17	4	13	11	8	17	21	6	10	18	9	0	19	12	10	16	13	8	18	0	0	0	0	16	40	23	11	13	20	0	0	12	8	0	13	8	10	26	0	23	0	22	0	27	23	8	10	23	21	0	16	23	15	21	14	21	16	0	14	1	27	14	8	13	6	19	13	0	13	8	20	18	8	10	15	0	16	0	6	1	8	24	25	13	28	0	7	14	0	0	0	19	16	12	23	13	9	11	22	19	19	7	0	0	12	0	10	6	9	0	21	26	27	20	12	0	18	20	11	0	18	11	28	19	20	23	13	27	11	11	16	21	11	5	0	11	15	14	12	0	19	0	0	17	16	20	3	0	0	14	8	0	25	9	15	9	22	16	0	0	21	17	0	0	12	10	16	16	7	22	13	21	21	0	16	7	5	14	0	0	18	2	6	21	13	8	20	5	16	0	24	13	14	0	24	5	0	11	8	0	13	18	12	0	6	12	0	0	0	16	17	0	15	6	14	18	0	9	0	23	9	0	0	16	0	33	20	11	13	0	0	27	0	8	7	17	0	0	4	22	22	26	21	23	15	0	0	15	15	17	15	23	0	16	11	11	0	6	9	22	0	19	0	20	21	22	0	0	0
751	0	5	0	0	17	14	0	13	33	20	0	0	12	14	7	16	28	7	18	0	18	22	8	24	0	20	27	22	0	22	8	24	0	13	10	0	9	17	6	15	4	4	17	0	15	0	8	21	12	0	25	8	12	18	6	27	23	19	9	12	8	0	0	12	17	16	11	20	11	16	15	25	19	34	18	12	31	11	8	24	0	13	11	19	0	10	20	0	11	0	0	11	0	15	0	17	15	24	1	18	0	0	13	24	4	0	8	15	4	15	0	22	0	13	19	9	9	21	9	0	0	30	17	26	27	14	6	17	23	7	1	13	17	17	19	20	9	11	0	19	20	8	20	0	20	25	6	15	10	0	19	24	12	12	0	18	21	9	17	20	3	0	13	22	18	16	31	21	2	26	18	0	11	0	23	13	13	18	17	0	23	13	0	14	21	12	21	7	0	20	0	25	8	7	14	0	18	7	2	24	13	0	14	0	6	6	23	21	6	9	17	26	6	0	24	28	20	21	5	0	11	19	0	0	27	18	22	0	18	0	7	0	22	0	22	15	0	18	0	19	6	4	0	0	11	21	21	13	11	16	24	12	0	2	12	17	0	22	11	1	0	23	18	19	23	0	10	1	1	12	5	17	31	5	26	3	0	0	9	21	9	13	20	0	27	6	10	3	4	19	34	12	4	9	9	14	0	17	13	23	24	0	13	0	0	15	23	6	9	0	13	16	19	12	17	16	19	14	0	16	6	13	3	0	0	3	24	11	3	22	21	0	0	12	22	16	10	20	16	8	0	0	9	0	0	1	22	0	0	19	13	0	14	11	9	0	0	8	8	6	10	20	23	17	16	13	24	0	0	3	22	0	17
752	13	26	0	18	17	20	23	16	0	14	19	22	22	11	29	14	17	0	11	28	3	12	17	9	0	0	15	19	0	14	17	25	9	0	8	0	12	0	14	20	20	8	11	0	42	26	16	7	0	11	7	0	12	18	31	4	0	7	21	15	9	11	0	13	11	24	17	0	14	23	0	15	0	0	15	0	22	22	0	0	9	11	0	13	16	14	23	8	16	1	11	14	17	20	24	1	0	0	0	13	0	7	2	17	16	0	10	9	0	0	24	29	0	17	0	34	3	13	15	10	0	27	16	0	0	14	23	16	21	25	3	11	27	12	8	20	0	5	20	10	22	0	19	23	24	24	23	16	21	16	0	6	0	2	18	14	1	0	6	0	0	2	7	13	0	17	1	9	0	12	18	15	0	17	21	4	32	17	24	24	13	6	6	30	15	11	17	12	13	14	13	18	0	0	25	10	10	11	14	16	27	18	0	18	21	16	13	19	0	15	0	18	17	0	0	15	12	18	10	21	22	10	0	19	15	26	2	13	12	22	15	9	24	17	0	0	17	9	15	7	3	20	6	19	16	0	15	15	15	0	0	15	22	22	16	18	24	0	16	0	0	0	24	19	0	18	31	4	0	0	15	20	16	2	19	17	18	7	9	15	0	14	13	12	0	0	0	0	0	8	26	15	27	24	24	0	23	17	15	18	17	14	0	26	14	24	15	13	0	0	20	19	14	26	0	7	19	0	0	14	16	4	0	13	15	9	13	19	7	0	0	23	21	8	10	15	26	8	8	22	14	15	12	10	16	12	0	0	0	9	13	19	0	5	17	0	0	17	20	0	2	0	6	34	0	8	6	16	25	7	5	18	18
753	11	12	0	0	9	5	18	0	21	17	14	17	16	18	25	13	0	19	27	0	6	11	12	20	9	21	13	20	3	10	12	6	7	16	18	3	9	8	14	11	0	0	24	0	9	5	27	15	14	0	0	0	0	17	1	0	20	0	16	25	0	25	20	10	18	4	10	22	14	17	28	19	0	0	0	20	7	0	19	12	15	25	24	15	10	13	16	16	22	16	24	23	11	0	0	8	0	13	2	21	21	8	15	18	21	14	0	12	0	0	19	19	1	15	17	26	16	23	5	8	14	18	20	6	22	18	16	38	0	20	12	5	22	0	12	0	0	22	22	27	13	15	2	2	0	9	21	24	0	0	5	13	0	16	8	19	0	16	0	0	8	18	17	14	20	19	0	9	13	12	16	22	0	23	0	26	14	0	16	0	0	10	18	0	22	0	7	14	7	17	24	1	17	22	0	0	22	22	0	15	5	16	3	0	3	13	22	22	21	13	0	23	12	0	0	0	19	24	8	26	9	14	15	13	13	4	11	0	17	14	2	0	6	0	27	17	12	0	0	0	9	13	12	0	6	0	14	9	0	10	27	10	15	11	0	15	15	0	2	21	29	17	0	0	7	22	12	0	28	0	12	16	15	28	13	35	17	0	4	12	0	9	10	16	22	13	5	20	18	19	7	24	6	18	21	0	0	14	9	16	0	16	28	0	0	25	13	0	13	0	14	17	20	5	16	14	22	11	9	8	20	13	17	22	13	13	3	20	23	18	12	12	23	28	5	2	17	0	25	12	12	16	20	0	7	6	15	25	0	29	0	20	17	0	18	3	8	0	13	16	20	17	4	21	16	0	0	14	31	0	23	27	0
754	8	0	12	15	13	22	17	1	22	27	21	30	0	0	0	16	4	15	26	18	9	0	11	0	3	0	10	20	8	8	7	0	14	6	0	10	22	0	0	14	0	28	24	9	3	15	0	11	25	18	9	0	22	12	0	15	27	0	25	24	11	14	17	16	11	5	0	8	28	21	10	0	21	21	10	14	0	0	4	18	18	14	19	0	17	28	14	0	8	0	0	29	20	18	35	2	0	13	22	11	10	20	2	22	11	32	0	5	16	31	7	0	13	0	4	16	20	16	18	21	22	7	16	0	15	0	13	20	6	24	18	23	11	19	0	17	17	13	5	23	9	0	0	14	27	0	28	16	0	8	0	8	15	18	0	12	12	0	15	0	0	0	16	8	3	0	18	11	14	10	5	28	0	19	7	0	0	19	0	16	20	2	0	13	21	23	0	18	0	23	0	21	22	12	0	17	32	0	22	19	0	20	20	25	20	19	16	19	0	11	0	25	11	25	31	0	13	16	7	6	11	10	28	11	24	8	0	0	14	18	0	22	16	0	0	0	14	12	22	18	8	17	19	18	0	10	21	0	17	0	14	0	6	19	14	14	14	28	0	22	10	18	28	22	21	11	22	21	0	21	0	14	16	16	21	0	20	0	27	17	9	0	14	26	13	0	0	8	20	0	0	17	0	11	0	17	0	0	23	11	21	20	11	12	14	16	0	20	12	16	0	20	16	24	18	0	0	24	6	23	20	6	0	23	10	0	15	0	7	19	18	18	10	14	21	20	0	0	16	6	13	6	0	18	0	24	6	17	1	31	11	0	0	0	3	0	0	6	8	29	3	21	18	24	19	0	15	8	11	5	19	0	27
755	8	7	17	17	0	18	8	0	22	24	13	21	3	0	12	19	8	22	14	0	0	13	7	18	17	0	23	24	4	1	18	7	22	27	18	0	0	18	17	13	15	19	4	23	0	13	6	11	9	16	24	1	0	2	0	22	16	0	24	27	7	25	20	0	1	0	11	14	0	10	13	14	17	29	4	13	0	11	8	19	7	0	0	16	24	16	11	5	0	17	5	25	17	5	18	26	24	15	23	15	0	7	18	16	24	18	15	14	35	12	0	28	21	20	16	7	8	9	0	14	22	23	0	0	9	1	15	0	12	17	9	10	8	0	18	0	0	9	21	16	0	7	15	0	15	0	22	24	21	4	8	30	13	10	16	18	19	12	8	0	27	0	7	11	0	11	12	14	19	25	0	13	0	12	19	13	14	10	21	0	7	19	9	20	1	15	0	12	12	10	13	27	5	14	8	23	0	0	22	0	19	0	15	9	16	28	0	0	10	17	19	19	15	24	15	24	11	16	15	10	19	17	17	8	0	16	18	7	19	18	25	20	0	9	0	0	16	17	13	21	6	0	16	0	33	0	1	15	0	25	0	28	8	13	0	21	7	0	22	5	12	5	18	9	18	14	14	0	9	15	20	15	21	14	24	14	18	13	15	0	2	1	0	17	12	13	29	8	13	20	24	0	22	22	0	4	22	21	12	11	17	18	9	12	0	15	15	23	7	15	23	1	22	18	9	27	0	0	34	11	26	18	22	0	27	22	9	16	13	5	0	11	10	27	15	4	0	0	17	0	0	18	26	0	0	6	21	2	0	12	0	0	0	0	10	0	0	16	11	22	0	17	15	14	18	0	0	12	12	0	18	20	16
756	19	16	7	18	17	5	0	11	10	25	20	3	19	19	22	13	16	21	23	0	17	21	0	22	15	19	5	17	16	8	21	14	0	13	14	17	16	7	8	17	0	0	0	0	13	0	0	22	28	12	25	15	0	17	10	0	0	15	6	27	12	26	16	15	25	0	15	17	22	11	0	15	0	13	9	24	0	12	21	26	23	21	0	19	0	6	0	7	0	23	25	9	16	1	14	0	11	10	7	13	20	5	21	8	0	31	21	0	9	17	0	0	9	10	23	8	24	35	0	21	5	0	22	24	0	0	11	13	7	18	16	21	0	2	17	23	14	19	11	0	13	11	24	0	22	14	16	0	17	17	0	1	15	17	8	24	14	16	18	13	0	14	20	13	21	12	0	16	16	16	31	17	3	7	16	3	15	17	26	7	19	0	0	16	14	26	18	24	17	17	13	21	22	18	19	22	0	12	9	7	13	7	12	12	14	12	0	12	12	10	16	8	10	0	6	22	18	16	14	23	0	13	21	17	18	4	0	22	6	11	25	22	18	10	7	0	5	0	5	3	14	12	0	16	0	22	16	12	0	20	8	0	0	18	17	0	18	20	8	17	18	16	24	25	17	13	0	20	20	10	0	16	15	13	2	13	10	14	8	8	0	9	0	23	19	0	29	5	15	29	17	27	27	23	5	24	26	23	14	9	5	27	15	14	19	0	19	0	23	8	0	11	15	0	30	0	20	10	0	0	19	8	8	9	2	5	18	14	8	15	0	17	19	0	19	20	0	18	15	17	13	0	10	23	23	11	13	3	22	28	13	0	0	10	0	24	5	0	13	0	19	9	0	22	2	23	22	9	13	10	8	27	10
757	25	17	0	0	13	21	6	0	0	23	8	0	16	23	5	18	15	0	24	24	16	11	17	19	16	20	16	0	22	18	0	26	20	0	3	7	12	20	14	21	17	20	13	28	11	24	16	7	5	14	17	25	19	14	25	11	15	20	12	18	38	6	7	0	19	11	15	18	18	15	17	9	2	9	16	14	8	14	0	28	17	14	7	1	5	17	5	23	23	6	16	9	12	14	18	17	16	8	11	5	18	3	15	3	0	5	16	2	15	17	0	13	0	0	25	0	0	4	0	16	17	2	3	0	9	7	26	12	14	0	14	0	0	0	31	0	0	21	27	20	16	0	0	26	15	8	15	15	15	2	24	14	17	25	23	14	19	15	14	0	10	15	15	6	17	18	0	15	0	14	0	0	12	14	21	17	27	29	6	0	24	7	0	19	18	0	7	9	7	0	11	1	13	17	16	0	31	20	9	20	17	29	22	0	0	14	24	13	10	15	6	15	9	0	17	15	30	9	26	0	0	0	0	12	19	17	12	1	14	14	27	6	9	15	16	18	12	12	15	26	16	15	16	10	12	0	6	17	13	14	0	20	6	0	0	17	0	0	15	27	8	12	22	0	3	20	9	17	17	15	0	26	14	15	21	11	3	14	10	7	24	8	25	32	11	15	0	13	0	21	12	0	0	12	25	0	0	11	12	20	23	22	0	0	16	15	15	0	9	0	23	19	21	15	9	22	16	0	13	15	27	18	0	12	13	17	25	0	25	1	30	22	8	16	13	0	7	3	0	27	13	13	17	24	0	0	13	15	17	23	19	3	10	14	0	11	15	9	20	0	0	19	2	7	0	16	12	26	16	7	0	22	13
758	13	0	0	10	0	3	0	23	5	13	0	12	14	17	1	0	22	22	14	24	18	0	3	0	29	15	4	0	24	6	15	26	0	27	24	0	21	12	13	2	19	13	0	19	0	10	7	16	17	8	11	30	10	17	15	17	15	0	0	6	0	13	10	6	17	21	6	10	0	25	17	15	8	0	21	0	19	16	14	1	19	14	11	23	9	0	11	19	18	0	4	20	2	21	25	24	0	0	23	31	13	20	24	13	18	0	9	0	1	24	23	15	18	7	23	15	14	15	0	11	0	23	9	24	9	30	15	17	19	0	0	8	14	0	16	0	14	13	16	7	15	7	0	12	9	22	17	11	10	18	0	11	19	23	15	20	16	0	9	0	11	0	16	16	20	15	0	23	12	0	12	19	21	4	33	8	7	30	12	20	7	10	16	0	0	12	24	20	11	0	10	15	11	19	11	5	6	0	9	7	10	12	11	16	0	20	0	16	11	8	0	12	0	8	0	15	6	15	22	0	13	13	23	10	5	7	0	0	20	17	10	7	0	15	0	26	15	0	0	19	24	11	35	18	22	0	15	17	17	0	1	20	14	0	21	18	5	9	0	0	22	0	2	0	3	11	14	12	13	16	14	21	17	18	1	26	0	0	20	10	20	14	0	19	5	14	0	22	19	16	12	13	15	8	10	21	0	0	29	14	0	15	6	0	0	23	0	0	20	0	11	24	0	0	21	0	12	19	12	10	12	22	15	2	27	3	13	16	0	24	15	0	16	15	7	15	21	12	6	23	14	20	14	24	14	19	0	23	13	8	12	21	11	16	17	23	0	17	10	23	11	23	24	17	18	0	13	0	20	10	25	0	18
759	19	31	0	24	12	15	0	17	28	0	14	0	0	16	3	15	0	0	0	0	22	0	20	22	0	14	0	24	4	11	0	16	19	11	26	4	21	0	0	26	0	17	0	13	25	10	0	14	14	22	15	17	0	0	6	9	32	13	17	7	11	0	0	0	14	11	0	3	19	6	15	21	21	0	0	0	18	12	22	5	11	8	19	24	0	13	10	7	2	14	8	17	0	8	17	12	27	9	0	16	23	11	17	15	0	7	15	18	3	13	0	8	18	0	0	19	16	20	22	20	5	14	10	25	0	14	14	10	15	13	0	0	27	18	0	0	0	18	15	19	19	19	14	13	0	22	16	20	24	2	0	22	24	4	15	25	0	15	15	12	23	0	19	12	0	10	10	0	10	25	0	0	27	28	2	19	0	16	0	19	17	0	26	0	0	0	11	16	26	13	8	21	11	18	19	21	10	0	0	11	0	32	7	20	20	0	6	11	17	14	8	26	0	0	20	0	21	9	18	5	13	14	16	27	23	0	8	21	0	0	12	0	15	23	36	0	21	6	0	10	8	5	0	21	0	0	14	0	20	0	18	12	4	9	13	17	18	12	29	0	10	0	19	12	0	27	12	0	20	18	0	10	14	18	14	20	0	14	18	17	29	7	5	12	7	0	0	8	18	15	23	16	17	16	0	0	0	0	0	4	11	0	0	16	10	0	12	14	21	26	6	21	0	21	0	0	10	0	19	23	0	1	0	30	30	1	10	21	15	9	21	19	27	0	19	17	13	24	15	14	15	23	16	5	17	0	26	0	17	8	0	0	19	26	9	21	11	13	0	17	24	13	20	9	0	14	19	0	0	11	4	2	0
760	0	7	0	8	0	22	23	21	7	25	19	17	0	0	22	0	12	0	0	16	15	0	0	1	18	0	8	7	0	14	8	17	0	7	0	0	11	17	22	21	20	24	6	13	28	17	16	2	0	4	0	17	24	23	6	0	0	0	6	30	5	25	0	18	0	8	3	15	0	0	15	12	16	0	0	23	0	17	18	18	0	20	12	0	29	0	0	15	0	12	19	19	16	9	18	7	23	13	14	25	24	18	10	17	11	20	0	18	30	0	4	14	8	0	0	16	17	0	27	25	0	0	21	15	0	0	19	0	0	4	0	18	10	25	15	11	19	27	23	19	0	5	0	1	16	0	7	16	18	0	24	9	10	7	0	0	0	11	18	4	4	13	20	18	12	27	27	16	0	13	11	13	14	10	0	5	0	18	31	16	21	7	15	0	7	16	11	0	14	15	0	11	20	18	6	18	14	0	3	8	24	12	12	22	13	27	15	22	16	11	13	13	0	0	16	12	7	17	0	8	27	0	10	3	21	10	12	0	16	16	22	9	9	0	0	15	10	10	12	0	24	19	0	11	30	15	14	0	19	0	16	16	0	20	0	26	6	23	18	14	0	12	21	19	18	10	0	0	22	23	23	0	20	0	9	0	16	17	16	11	13	19	0	10	0	24	20	15	0	14	0	15	18	0	0	11	7	12	2	8	24	2	12	3	11	15	22	15	16	0	14	19	17	8	2	12	0	14	20	18	21	0	16	0	21	0	12	9	7	0	9	15	22	22	0	0	0	19	15	13	26	0	14	0	24	8	18	20	0	17	13	0	12	21	14	0	0	0	2	14	0	20	15	15	12	11	25	0	14	13	17	3	15
761	24	13	19	21	11	0	23	0	23	26	10	22	16	20	12	8	23	0	26	26	0	0	17	11	0	11	16	2	11	19	15	0	15	14	17	22	0	0	24	0	0	15	10	0	0	5	15	0	18	15	20	14	19	0	0	17	4	19	14	15	23	6	20	0	0	17	0	18	0	27	17	0	0	22	18	15	0	8	12	8	0	20	6	10	8	14	20	24	11	12	0	21	12	9	17	16	13	18	0	12	0	0	0	0	0	14	0	17	25	0	10	14	4	21	0	0	13	0	9	17	0	0	13	11	9	24	0	17	0	18	15	12	0	7	11	0	0	22	5	0	17	0	0	29	11	13	0	0	5	2	8	15	15	32	0	3	17	16	0	7	0	0	8	0	21	20	4	0	19	8	14	28	7	11	16	0	0	7	11	0	0	20	30	12	22	24	27	20	4	13	12	17	15	18	17	22	0	9	10	0	10	12	3	21	14	0	13	16	0	21	0	18	15	0	18	0	15	4	23	0	10	0	9	0	25	9	21	0	0	0	14	17	20	0	10	6	24	13	18	12	21	25	21	0	20	28	16	7	31	0	0	15	0	15	0	19	0	17	14	12	10	14	20	22	23	0	10	5	4	5	0	11	6	21	0	21	12	22	24	0	0	10	6	0	12	0	0	19	21	0	15	14	0	0	24	10	8	14	19	9	17	18	0	1	7	15	7	0	24	0	12	19	12	20	17	15	27	1	20	17	19	0	16	0	19	22	13	17	8	30	14	12	7	1	3	8	0	24	19	0	0	11	9	14	11	10	10	22	19	0	19	6	10	18	15	23	29	0	0	0	9	13	18	14	15	14	0	23	12	0	22	0	16
762	0	22	25	0	19	11	0	0	0	0	0	20	0	13	0	10	0	14	13	17	20	11	0	0	20	13	18	26	5	12	15	0	2	6	0	0	6	26	0	0	22	23	9	8	10	10	14	0	0	27	8	7	9	18	0	31	0	4	13	14	12	0	13	10	1	6	0	15	1	0	11	14	29	9	12	15	12	15	2	19	0	0	19	17	0	17	0	0	13	24	16	23	6	21	15	30	15	0	0	12	0	18	18	13	22	14	9	22	8	15	2	20	5	0	5	0	28	14	12	0	7	20	19	26	20	0	6	13	15	20	9	0	19	12	26	7	0	0	0	15	4	0	0	23	15	18	14	14	20	3	0	24	9	21	19	15	25	22	15	20	21	14	28	0	10	0	25	18	0	27	19	9	27	0	13	0	22	0	17	18	8	0	0	0	16	3	19	15	3	29	13	10	0	19	15	19	17	11	6	0	9	18	21	0	18	0	8	8	11	27	0	22	19	0	15	0	19	30	0	10	0	0	22	12	24	14	14	17	18	14	10	0	36	23	0	18	25	29	0	3	0	30	9	7	29	0	8	13	11	10	0	0	21	0	20	12	22	0	0	12	12	0	12	18	6	3	12	18	3	0	7	16	0	29	15	17	13	19	0	18	11	4	0	12	14	13	21	16	14	8	10	10	25	10	20	0	12	16	9	24	0	0	19	0	15	9	0	0	8	0	8	0	0	11	21	8	25	0	18	0	13	28	0	21	20	0	24	4	14	7	17	14	0	13	11	0	14	0	15	7	15	12	0	2	16	7	0	5	8	6	12	21	0	0	0	13	29	23	22	22	11	25	1	18	10	12	5	0	20	19	15	11	12
763	0	14	26	12	0	23	1	17	16	23	15	27	9	0	17	25	7	20	15	8	0	21	20	18	19	5	14	15	19	0	9	0	13	0	15	0	0	21	31	20	20	10	17	16	0	0	0	13	17	12	14	0	10	16	0	0	11	2	0	6	0	17	21	21	15	0	14	0	14	16	12	17	0	24	20	30	8	6	12	3	6	27	0	0	17	12	8	10	0	15	0	4	21	16	20	0	21	22	13	20	20	18	14	8	12	32	15	12	24	15	0	11	9	19	11	16	18	11	0	17	25	15	21	0	14	24	0	11	8	15	18	7	0	12	12	0	13	17	0	22	0	9	19	14	0	21	3	11	14	1	9	1	0	12	14	16	19	0	12	18	12	0	12	19	0	0	25	25	21	0	31	28	0	24	6	0	18	0	12	13	0	8	18	0	18	14	11	8	14	0	0	9	8	12	7	13	8	9	21	14	15	27	31	20	0	19	24	14	0	0	0	0	0	0	7	21	11	23	12	7	5	15	0	21	0	1	18	29	25	8	0	10	0	28	26	9	13	18	11	0	12	0	18	14	13	0	8	0	8	5	0	20	10	0	0	14	15	18	12	0	8	0	29	4	0	0	0	6	0	6	22	31	0	14	26	7	19	14	19	10	0	0	0	15	0	0	16	13	12	20	0	0	18	0	0	6	0	0	4	13	22	5	3	15	19	12	19	0	1	12	0	22	0	0	0	0	3	0	0	17	12	16	7	0	17	0	12	11	1	0	18	18	19	15	21	16	13	17	5	10	12	22	0	0	20	16	13	5	0	21	24	14	8	11	9	21	0	6	21	9	20	21	9	17	15	21	2	17	0	16	23	5	5
764	0	8	0	26	19	20	17	18	7	12	14	0	10	0	11	7	0	11	0	25	28	12	15	12	15	20	8	12	0	18	15	29	14	0	0	13	14	0	20	16	12	14	0	1	15	0	15	24	24	29	15	19	0	16	6	22	23	15	0	23	14	7	10	13	0	25	7	30	9	0	26	10	18	10	0	13	0	12	24	0	20	8	17	27	16	23	15	19	17	23	14	18	30	21	8	11	9	23	0	0	15	12	0	5	16	7	17	11	10	0	28	21	5	18	25	0	7	8	13	0	0	18	14	0	0	19	11	12	0	9	0	0	13	9	0	10	31	16	0	15	0	15	14	12	3	15	11	21	25	21	0	15	0	0	24	16	14	2	18	15	19	14	24	17	20	0	19	11	0	5	0	19	12	11	0	10	17	16	14	11	26	15	0	0	10	7	20	18	23	19	25	27	31	9	0	0	0	0	33	0	29	11	30	14	8	0	0	0	20	10	18	16	0	10	3	0	16	17	0	0	25	0	0	0	14	19	0	12	18	12	8	7	0	22	4	0	16	10	14	0	18	6	13	22	8	0	16	10	14	12	23	22	0	29	12	13	12	11	0	13	0	20	28	14	19	0	14	22	17	0	0	8	5	16	17	7	18	6	21	15	13	8	0	0	24	17	8	10	0	0	0	0	17	13	0	28	13	0	29	0	0	10	13	15	1	0	6	0	0	17	29	8	17	14	14	0	3	4	20	24	0	10	28	15	28	3	14	8	0	18	2	9	2	6	5	5	9	19	8	16	17	9	20	9	16	12	14	0	0	18	16	1	0	18	29	15	26	0	0	0	23	7	0	15	28	17	15	16	21	13	0	25	13
765	0	14	12	0	16	0	23	13	0	0	16	23	0	24	21	11	26	16	24	5	26	10	17	18	4	0	15	4	0	16	14	20	0	23	0	8	7	2	0	1	11	24	7	14	11	20	0	14	9	0	22	0	9	16	0	0	0	0	0	4	16	18	17	11	0	1	9	0	3	9	1	20	0	0	17	10	11	23	0	11	18	27	11	5	21	0	13	6	0	6	7	0	25	0	0	22	0	25	0	24	15	0	20	22	0	17	26	9	22	3	11	0	16	11	5	0	0	0	13	0	0	18	10	8	11	17	0	15	17	9	0	0	21	0	26	0	11	0	3	20	0	22	20	13	5	22	3	0	13	11	18	0	35	16	15	0	8	10	0	23	1	0	14	11	19	10	15	21	22	17	19	13	3	16	20	12	0	15	31	17	6	22	7	0	10	4	18	0	23	16	8	29	3	0	22	0	19	0	5	10	0	0	16	6	12	23	20	2	0	14	18	14	6	11	24	8	18	0	7	4	0	4	0	0	0	0	30	8	19	18	9	21	19	22	0	10	4	13	7	13	9	13	0	0	17	0	7	22	23	0	17	10	21	20	0	0	15	15	8	24	17	19	24	0	0	23	3	25	0	17	9	0	14	20	15	7	26	24	0	25	19	0	9	14	0	8	8	18	16	0	26	20	0	12	13	0	8	20	0	23	18	14	15	20	17	22	20	0	10	19	9	27	21	0	15	14	10	13	0	18	0	26	0	17	0	31	6	17	5	21	0	18	22	10	0	21	18	14	27	18	22	15	7	15	18	12	10	12	0	27	20	1	19	0	21	19	12	0	5	0	0	29	19	20	21	0	0	12	18	24	0	20	9
