ID	targeted_metabolomics_1	targeted_metabolomics_2	targeted_metabolomics_3	targeted_metabolomics_4	targeted_metabolomics_5	targeted_metabolomics_6	targeted_metabolomics_7	targeted_metabolomics_8	targeted_metabolomics_9	targeted_metabolomics_10	targeted_metabolomics_11	targeted_metabolomics_12	targeted_metabolomics_13	targeted_metabolomics_14	targeted_metabolomics_15	targeted_metabolomics_16	targeted_metabolomics_17	targeted_metabolomics_18	targeted_metabolomics_19	targeted_metabolomics_20	targeted_metabolomics_21	targeted_metabolomics_22	targeted_metabolomics_23	targeted_metabolomics_24	targeted_metabolomics_25	targeted_metabolomics_26	targeted_metabolomics_27	targeted_metabolomics_28	targeted_metabolomics_29	targeted_metabolomics_30	targeted_metabolomics_31	targeted_metabolomics_32	targeted_metabolomics_33	targeted_metabolomics_34	targeted_metabolomics_35	targeted_metabolomics_36	targeted_metabolomics_37	targeted_metabolomics_38	targeted_metabolomics_39	targeted_metabolomics_40	targeted_metabolomics_41	targeted_metabolomics_42	targeted_metabolomics_43	targeted_metabolomics_44	targeted_metabolomics_45	targeted_metabolomics_46	targeted_metabolomics_47	targeted_metabolomics_48	targeted_metabolomics_49	targeted_metabolomics_50	targeted_metabolomics_51	targeted_metabolomics_52	targeted_metabolomics_53	targeted_metabolomics_54	targeted_metabolomics_55	targeted_metabolomics_56	targeted_metabolomics_57	targeted_metabolomics_58	targeted_metabolomics_59	targeted_metabolomics_60	targeted_metabolomics_61	targeted_metabolomics_62	targeted_metabolomics_63	targeted_metabolomics_64	targeted_metabolomics_65	targeted_metabolomics_66	targeted_metabolomics_67	targeted_metabolomics_68	targeted_metabolomics_69	targeted_metabolomics_70	targeted_metabolomics_71	targeted_metabolomics_72	targeted_metabolomics_73	targeted_metabolomics_74	targeted_metabolomics_75	targeted_metabolomics_76	targeted_metabolomics_77	targeted_metabolomics_78	targeted_metabolomics_79	targeted_metabolomics_80	targeted_metabolomics_81	targeted_metabolomics_82	targeted_metabolomics_83	targeted_metabolomics_84	targeted_metabolomics_85	targeted_metabolomics_86	targeted_metabolomics_87	targeted_metabolomics_88	targeted_metabolomics_89	targeted_metabolomics_90	targeted_metabolomics_91	targeted_metabolomics_92	targeted_metabolomics_93	targeted_metabolomics_94	targeted_metabolomics_95	targeted_metabolomics_96	targeted_metabolomics_97	targeted_metabolomics_98	targeted_metabolomics_99	targeted_metabolomics_100	targeted_metabolomics_101	targeted_metabolomics_102	targeted_metabolomics_103	targeted_metabolomics_104	targeted_metabolomics_105	targeted_metabolomics_106	targeted_metabolomics_107	targeted_metabolomics_108	targeted_metabolomics_109	targeted_metabolomics_110	targeted_metabolomics_111	targeted_metabolomics_112	targeted_metabolomics_113	targeted_metabolomics_114	targeted_metabolomics_115	targeted_metabolomics_116	targeted_metabolomics_117	targeted_metabolomics_118	targeted_metabolomics_119
413	8	15	13	17	13	14	3	17	19	18	0	17	0	0	10	3	7	10	7	2	0	21	15	12	12	4	13	0	9	13	8	0	14	3	5	9	0	0	11	11	7	0	4	6	17	0	15	2	5	15	21	7	14	20	9	16	12	9	6	11	6	0	11	14	0	6	13	6	3	11	7	2	1	6	11	0	0	7	0	0	15	18	6	0	6	3	6	0	16	3	12	15	19	2	9	11	7	11	12	8	15	15	0	6	16	22	11	0	6	9	12	8	12	0	14	7	11	8	13
414	12	12	13	9	16	5	16	15	19	10	13	15	0	0	6	2	0	2	5	10	17	7	19	13	13	2	0	0	11	0	9	11	2	0	12	6	2	14	7	8	9	0	12	15	5	15	6	0	9	0	0	3	12	13	12	7	12	10	10	8	0	19	6	0	9	3	10	0	5	18	10	10	16	0	3	13	2	8	4	14	13	14	6	14	0	8	17	1	19	20	7	0	10	0	10	0	15	15	6	18	6	0	0	12	14	14	19	0	12	7	7	13	12	9	12	10	15	17	20
415	11	10	0	13	9	6	15	10	13	10	8	4	8	5	12	10	8	7	10	13	8	11	21	4	7	13	13	8	9	12	12	0	3	10	9	11	0	0	13	13	13	8	14	11	0	8	8	4	0	10	13	0	14	19	6	8	15	6	11	11	0	1	0	2	14	6	0	15	9	11	7	0	12	10	14	11	14	10	8	13	6	9	9	13	11	19	0	11	13	0	10	0	18	7	22	9	0	0	0	14	19	0	6	8	0	6	2	15	16	9	4	6	11	10	0	8	12	11	0
416	13	8	7	6	14	11	0	4	13	10	10	11	9	8	8	0	8	8	11	18	14	15	0	0	0	11	16	1	11	0	0	15	16	3	0	0	7	14	22	0	15	6	3	10	7	13	10	10	16	13	8	0	14	13	2	0	5	0	7	9	13	15	8	7	21	9	0	19	8	17	2	11	0	8	0	15	12	5	8	4	6	12	7	0	11	5	14	14	0	18	6	3	7	8	12	9	4	15	0	0	0	12	8	0	15	20	9	0	9	12	11	9	9	10	14	12	0	0	21
417	15	12	8	10	9	19	14	3	7	5	3	0	8	10	11	13	11	0	19	5	9	6	0	0	11	8	4	8	4	18	0	15	12	0	9	7	0	11	19	13	14	5	0	12	0	2	0	7	0	0	4	12	5	7	16	0	14	0	5	7	13	17	13	9	0	14	5	5	13	14	7	0	0	1	13	8	0	6	0	6	0	4	7	6	14	9	0	8	8	13	4	0	6	3	0	10	4	0	0	4	9	11	6	15	0	0	0	12	9	13	0	13	0	13	4	3	7	12	9
418	14	8	0	11	1	15	12	9	14	10	12	14	0	9	6	12	15	18	15	13	0	0	0	14	12	20	8	18	15	14	13	0	14	7	6	9	7	5	0	0	10	12	15	12	1	0	0	10	1	7	13	0	10	15	14	2	13	11	11	16	12	7	11	5	17	6	14	0	5	2	0	13	12	9	21	9	7	22	0	16	8	8	8	7	13	10	8	9	7	1	3	8	11	2	0	14	18	4	8	0	0	11	6	0	6	6	16	7	5	10	0	0	10	12	8	15	9	13	0
419	8	12	11	1	0	0	0	13	8	3	10	6	1	0	4	1	7	4	12	4	4	10	10	6	0	13	5	6	15	0	7	8	21	6	13	18	0	7	0	15	5	0	0	9	15	2	18	11	11	7	10	0	10	15	6	0	11	13	0	14	17	11	9	8	3	0	9	12	14	0	0	14	0	12	11	4	1	17	13	11	13	11	7	9	7	1	0	7	10	6	3	0	10	2	6	7	11	0	9	9	6	5	0	0	5	13	13	0	15	0	7	0	9	10	17	10	8	5	1
420	1	4	15	8	0	6	6	16	12	6	1	9	1	11	0	4	18	9	0	10	6	15	14	12	15	7	16	0	9	11	17	16	0	17	6	0	17	12	0	0	16	15	15	2	0	11	11	5	5	9	15	0	0	7	5	2	0	0	11	6	13	21	13	17	4	9	12	5	4	0	9	7	13	11	10	15	0	10	0	6	21	0	6	8	11	5	0	17	6	7	14	5	10	15	8	2	3	8	9	20	14	19	10	13	11	0	0	14	8	11	23	0	9	20	9	22	11	0	11
421	0	12	0	5	14	11	1	15	0	0	7	9	0	8	16	14	16	10	0	11	16	10	1	6	11	7	11	0	19	8	8	11	10	10	0	0	0	14	8	14	5	0	13	10	8	17	14	4	0	14	14	14	0	3	18	17	8	12	0	0	9	11	1	9	10	10	6	12	15	0	0	3	22	16	0	12	4	6	11	2	1	4	7	8	14	5	0	21	16	6	0	0	8	0	0	10	0	10	9	6	0	12	9	15	21	4	0	6	5	1	14	16	6	8	2	3	18	6	5
422	8	0	9	8	0	3	0	4	6	9	16	10	4	0	2	9	2	10	0	21	7	0	0	5	9	9	4	0	0	13	8	7	5	0	0	11	12	15	0	0	19	5	18	0	15	3	13	0	0	0	1	10	4	1	8	8	17	12	2	0	9	14	1	6	5	10	2	6	0	15	3	0	0	14	11	13	0	12	16	0	5	3	11	10	0	0	7	13	17	0	4	10	0	8	8	16	7	15	14	11	9	16	13	0	13	0	10	16	7	5	0	0	0	0	13	7	0	14	12
423	8	0	15	10	3	0	12	15	0	0	14	0	0	16	0	14	2	19	0	9	7	11	0	6	10	5	7	11	17	12	12	0	0	2	5	13	0	0	0	8	11	22	11	10	10	12	0	0	11	13	14	8	15	21	9	0	7	12	9	0	13	4	14	4	12	0	4	5	0	0	8	2	3	5	5	7	4	9	0	0	0	14	10	22	14	0	5	6	4	9	16	2	11	4	6	9	9	8	0	0	9	10	0	6	9	9	15	0	5	9	10	4	16	11	12	5	3	6	7
424	10	13	5	8	9	19	9	8	11	9	13	3	7	8	9	17	12	7	6	11	11	5	8	3	8	0	16	2	17	13	14	14	7	8	9	18	1	8	0	18	16	14	0	12	6	0	16	20	6	0	17	9	8	12	0	14	0	6	0	0	13	16	0	0	9	3	0	10	14	12	13	19	13	6	20	5	18	1	0	5	9	16	7	12	11	0	7	12	9	0	11	18	9	7	9	9	7	7	8	0	0	8	16	14	10	11	16	10	6	12	9	11	0	1	16	7	7	0	2
425	17	7	13	7	1	9	19	3	0	0	14	17	13	18	14	13	2	22	8	0	10	21	25	0	4	6	0	0	8	8	4	4	6	3	6	8	7	0	19	0	7	16	10	18	5	12	9	3	4	0	8	4	6	1	12	8	9	8	1	9	14	6	11	7	15	14	3	6	13	12	0	0	14	10	8	0	0	9	14	0	17	9	11	4	2	10	0	16	7	14	5	15	16	19	18	6	10	7	19	5	17	0	0	11	6	9	5	13	13	5	9	0	15	11	0	0	10	11	13
426	0	8	0	11	0	11	10	6	9	11	9	14	7	7	10	9	4	1	0	12	10	12	24	14	4	10	8	12	7	10	8	11	5	9	12	7	10	0	0	0	21	13	13	6	11	12	11	0	9	15	15	4	12	10	5	18	13	13	1	11	0	12	8	0	13	5	2	10	15	0	15	10	15	10	4	1	4	0	10	11	6	5	6	15	0	0	14	13	0	0	5	7	8	0	8	6	0	15	17	10	11	14	4	15	12	18	6	8	0	15	7	6	10	0	7	14	7	7	5
427	10	0	15	16	6	0	10	1	10	4	13	12	9	17	10	1	2	12	10	12	5	11	7	13	6	19	7	7	4	0	13	9	12	14	0	19	11	10	12	11	4	21	0	8	0	1	2	12	14	0	8	0	3	6	11	5	9	0	0	9	1	4	0	9	14	8	7	9	0	7	11	3	11	8	0	18	11	9	9	4	7	16	8	1	0	10	0	0	5	12	0	12	10	20	14	15	13	4	8	16	11	0	0	12	1	12	15	0	16	0	6	0	0	0	0	10	15	0	6
428	14	3	0	0	11	11	0	12	16	0	13	0	9	0	5	21	17	0	0	15	13	0	7	5	0	14	11	0	10	18	8	10	13	16	1	7	6	0	5	0	18	10	0	15	6	13	11	16	14	8	12	8	0	3	3	11	15	7	0	9	14	9	5	14	4	17	16	10	3	11	1	11	0	10	5	7	0	9	0	14	11	0	5	7	0	0	10	0	0	6	12	0	9	13	11	22	2	0	5	3	20	2	14	8	9	9	9	12	0	0	10	18	14	7	0	14	1	12	10
429	12	0	1	2	6	10	1	18	19	0	0	13	20	0	6	6	12	15	11	0	1	0	15	6	0	0	0	12	11	14	0	8	16	13	10	0	11	15	0	11	15	12	5	0	0	10	19	10	9	11	19	0	11	0	13	0	9	11	7	5	10	0	17	14	15	7	0	3	13	2	0	16	0	12	0	16	3	7	4	0	0	18	17	7	11	11	16	0	17	6	0	0	14	19	0	5	14	9	0	0	0	11	20	3	9	4	13	10	10	13	7	6	1	0	0	2	0	11	16
430	12	9	16	19	0	0	18	7	2	12	6	11	12	11	0	9	6	10	8	26	12	14	8	0	1	4	2	11	17	9	15	0	19	4	6	25	0	8	2	13	3	9	0	13	9	7	8	16	0	10	0	5	0	4	0	12	0	12	21	1	0	13	9	7	11	0	1	5	0	8	0	14	9	20	12	16	0	18	11	17	2	3	0	0	0	14	3	10	1	0	15	0	19	11	17	14	11	2	16	9	9	17	0	13	8	12	11	10	11	0	0	0	0	17	18	7	12	12	10
431	18	7	20	0	24	8	11	5	6	13	6	0	12	13	17	12	0	11	11	6	14	18	19	4	0	1	12	10	10	12	7	9	2	12	2	18	9	12	0	12	21	22	16	0	0	13	12	12	20	15	4	13	14	0	0	15	19	9	11	0	9	13	6	10	10	13	2	0	12	3	17	14	11	9	12	9	13	8	0	8	18	8	14	14	8	11	14	9	5	0	14	14	11	0	0	7	0	9	8	0	0	5	9	0	13	2	10	11	9	7	19	9	0	5	3	8	11	13	6
432	13	9	11	8	17	11	17	5	0	10	0	11	0	5	1	12	10	11	13	2	1	9	8	0	15	12	0	26	0	4	12	0	15	14	14	0	1	2	2	6	11	8	2	0	8	4	11	9	5	7	11	6	0	12	10	13	13	3	16	11	0	8	15	0	0	3	0	5	12	13	12	0	14	18	21	0	8	14	8	0	0	0	11	18	0	5	11	12	16	10	6	8	13	10	5	7	11	15	0	11	13	17	8	4	11	12	11	13	19	20	0	9	6	8	8	8	8	19	0
433	0	14	0	1	18	7	14	0	8	0	20	7	8	2	9	13	6	0	6	13	22	11	0	8	0	14	0	5	0	6	15	15	13	0	10	7	14	15	8	0	12	15	13	13	19	10	6	5	13	11	17	0	7	0	12	3	16	7	0	0	6	16	12	21	18	11	9	5	7	13	9	13	0	7	12	12	1	21	13	5	0	6	4	11	1	14	5	0	0	11	6	12	8	2	12	10	7	9	16	0	12	11	7	17	14	9	4	16	17	6	8	9	0	12	13	0	14	9	17
434	18	6	2	15	6	13	10	10	14	6	7	6	10	0	0	4	13	13	0	5	6	0	18	7	0	6	6	13	4	12	13	14	0	5	7	2	13	6	6	12	9	0	0	17	16	0	8	6	0	18	0	6	12	11	17	0	12	13	10	3	11	8	0	7	14	0	0	16	12	0	0	6	4	7	10	8	9	11	18	11	0	10	18	0	24	11	5	4	6	0	7	0	0	17	0	0	0	6	18	18	7	4	9	7	18	13	1	6	16	14	13	11	16	2	9	14	2	9	0
435	5	8	0	22	0	0	10	10	9	17	12	8	10	6	13	9	7	15	11	10	3	15	10	0	10	3	12	1	11	7	6	1	8	14	15	0	0	0	0	17	0	7	7	0	8	7	10	3	11	6	8	0	10	10	0	10	8	10	15	12	12	22	8	0	8	8	0	9	0	17	12	17	11	9	14	5	14	22	4	0	17	2	12	9	4	6	13	11	0	0	7	0	6	12	6	14	0	16	17	6	18	8	12	14	0	18	5	13	9	20	1	3	9	10	16	16	13	11	0
436	10	15	5	0	4	18	16	8	2	0	6	8	0	16	0	11	0	7	10	4	9	0	6	3	5	3	6	16	9	10	18	0	22	9	10	0	19	0	6	13	0	11	16	0	0	0	12	8	4	10	4	0	0	14	5	10	4	17	11	7	7	14	0	13	14	19	13	14	19	6	7	19	19	12	0	4	0	9	11	9	15	9	15	8	9	15	10	10	9	9	2	10	10	10	0	0	11	11	18	11	0	15	0	14	5	3	14	0	15	11	10	11	6	1	10	0	11	5	14
437	12	18	13	0	7	6	10	13	3	4	16	0	3	7	7	0	14	11	9	0	0	0	5	0	12	9	13	21	0	13	12	12	2	5	12	23	11	13	18	17	6	21	8	2	6	5	17	0	8	12	0	0	0	9	0	14	11	9	9	14	15	0	3	3	14	5	0	11	6	2	12	0	17	9	8	12	0	2	18	8	7	0	13	7	24	11	10	12	6	9	15	17	0	0	0	16	8	13	15	7	16	6	7	0	8	8	17	0	0	6	10	13	14	13	10	7	0	3	0
438	0	8	7	9	0	0	9	6	6	0	0	10	11	6	0	18	13	9	0	14	12	16	7	8	9	0	16	12	10	15	12	13	0	0	6	14	7	0	0	10	8	16	14	12	13	19	20	11	7	20	6	8	10	14	13	2	3	9	12	11	12	12	0	8	17	4	8	7	4	11	8	1	10	2	0	3	19	0	9	0	6	0	13	12	5	6	5	13	0	4	18	6	14	0	12	0	19	18	9	9	7	0	0	0	5	13	5	10	14	16	11	19	8	18	0	12	17	8	0
439	11	18	16	4	14	0	16	12	13	0	5	12	0	14	15	15	15	11	1	0	8	13	16	0	5	6	10	6	3	11	5	19	0	8	12	11	5	0	5	9	17	0	0	14	3	13	13	7	0	10	19	12	0	9	11	8	6	0	10	0	0	7	11	13	20	14	22	23	0	10	10	0	15	10	9	16	14	23	0	18	13	11	0	12	12	22	9	11	11	6	10	14	4	10	12	10	8	17	8	0	0	14	15	11	7	0	4	13	15	13	15	0	7	17	7	0	10	7	0
440	0	0	8	7	16	11	12	11	8	6	14	3	13	0	6	0	0	10	7	7	0	11	21	5	9	15	18	13	0	13	13	5	6	8	18	13	3	7	0	8	4	12	13	13	1	8	10	1	0	12	5	14	22	16	10	4	11	8	1	13	8	0	5	12	8	4	0	0	2	9	19	14	0	14	18	21	9	0	8	21	10	15	5	5	7	15	0	0	10	15	5	6	7	0	11	7	20	1	2	0	12	12	21	21	7	0	17	10	9	2	12	14	0	10	0	9	7	9	4
441	0	0	0	0	0	4	5	8	17	9	15	0	13	10	0	0	7	16	0	10	13	18	0	8	0	10	7	14	16	0	0	4	13	11	6	12	8	10	10	15	4	1	0	15	15	12	8	7	0	15	14	11	7	9	8	11	8	20	0	0	13	8	5	0	7	21	10	0	6	0	0	9	14	7	6	0	14	12	13	19	7	10	7	20	10	9	13	0	6	0	0	16	15	15	0	0	7	10	15	6	15	0	4	0	3	8	0	3	13	12	7	9	15	8	6	25	12	5	7
442	6	0	0	0	0	14	8	13	0	7	14	15	0	0	16	13	0	13	10	0	11	8	0	13	0	10	5	0	4	5	3	15	10	0	0	16	11	13	9	0	4	0	5	8	8	2	3	18	4	0	11	0	14	3	2	0	5	0	16	15	15	0	11	14	7	15	13	14	11	0	11	14	6	10	7	16	0	4	0	13	0	0	0	0	8	4	0	14	6	12	22	20	13	14	0	7	8	0	0	16	9	0	14	1	8	0	0	0	0	15	2	14	5	1	18	9	11	5	12
443	17	12	4	13	10	9	4	0	0	0	14	14	7	12	11	8	4	6	10	14	13	0	11	6	8	12	0	8	2	17	15	16	14	0	9	15	8	0	0	16	0	14	0	16	15	5	20	21	6	13	8	12	0	12	10	15	17	15	5	6	12	0	10	4	11	14	0	9	8	0	16	16	0	9	12	14	15	13	13	0	4	16	13	20	15	9	13	13	0	15	0	8	2	17	15	13	14	14	0	9	13	0	0	11	16	0	3	9	7	8	4	4	3	16	18	5	17	12	0
444	8	7	3	9	0	0	0	15	3	6	2	5	9	0	0	12	8	13	6	20	6	5	11	0	0	15	0	6	20	13	16	8	4	19	11	0	0	8	14	1	0	3	18	9	7	0	14	13	15	6	25	15	0	6	10	10	12	9	0	0	12	2	7	9	10	9	23	13	0	11	20	8	0	13	16	11	14	2	13	11	11	10	7	13	12	10	17	12	15	12	0	10	0	11	13	10	18	4	6	0	9	9	0	0	0	8	9	3	8	0	12	3	3	0	19	9	9	0	16
445	5	12	8	12	0	7	13	7	27	11	3	9	4	13	0	4	7	0	0	9	3	14	0	8	15	19	0	7	4	18	0	12	9	17	6	8	0	10	7	4	0	14	17	5	12	5	9	16	14	10	10	0	7	6	14	0	0	6	13	6	10	10	6	16	18	6	10	0	0	10	7	0	14	9	6	12	10	6	0	17	9	6	15	7	13	11	3	7	17	0	8	2	10	12	20	12	9	15	10	6	6	6	3	15	0	0	16	12	0	3	0	11	12	18	0	13	15	10	0
446	2	12	15	10	0	15	9	18	0	16	0	2	13	9	10	11	0	9	8	6	18	8	9	15	16	11	15	9	4	0	8	13	8	16	4	0	4	8	14	12	0	9	16	8	0	0	0	16	5	12	14	0	5	13	7	8	0	5	7	6	10	8	9	10	10	14	4	9	9	16	5	0	21	10	0	8	5	9	0	14	10	3	5	9	4	6	13	13	0	14	14	12	16	8	5	8	2	15	10	0	1	7	0	0	2	0	10	5	5	9	2	0	0	11	5	0	5	15	0
447	0	13	0	0	5	8	5	5	4	1	0	0	11	10	11	14	12	20	7	16	13	4	0	22	8	0	15	3	9	18	15	11	0	0	8	0	12	8	9	0	10	7	0	6	10	8	0	7	8	5	13	16	8	12	9	11	0	4	0	16	8	10	15	12	10	0	14	4	13	8	15	21	0	1	5	9	2	2	8	0	10	6	0	17	5	7	0	9	10	10	8	7	8	4	0	16	10	11	0	16	0	18	0	4	15	13	4	8	9	0	0	18	0	9	9	1	0	16	16
448	14	10	0	0	13	9	5	7	10	8	13	0	10	17	7	13	0	9	7	0	9	9	10	18	9	18	10	7	9	9	0	14	13	6	5	4	4	0	0	9	0	7	13	7	11	7	11	21	11	7	1	13	11	8	7	6	10	0	14	6	0	6	0	9	18	10	8	4	19	9	16	0	1	0	14	8	0	11	13	18	20	16	0	10	16	6	18	0	14	9	9	0	19	17	18	0	15	15	9	8	0	0	0	13	9	0	0	16	7	9	11	0	0	16	0	0	4	9	8
449	0	10	0	14	5	12	4	9	12	17	18	2	0	8	7	4	17	5	20	10	9	4	16	0	2	9	0	18	0	10	3	7	7	6	8	7	20	0	0	0	15	3	8	7	13	7	0	4	9	8	18	10	3	10	5	5	0	11	0	0	14	10	0	14	10	0	0	14	8	14	6	13	16	15	0	18	16	11	2	7	6	7	8	13	9	0	19	12	15	10	4	0	9	17	5	10	10	10	12	3	22	7	15	6	2	4	0	12	0	0	12	4	12	16	0	19	0	0	16
450	12	16	17	8	0	13	0	8	5	0	4	18	7	4	11	17	7	8	6	8	15	0	0	0	11	0	2	9	0	8	8	9	0	0	5	2	8	16	12	5	0	18	0	5	14	7	10	21	0	4	15	5	18	11	7	9	9	11	4	11	0	4	8	18	7	8	12	17	25	0	13	0	0	8	0	0	9	7	5	0	15	8	0	12	9	18	8	0	10	0	4	6	8	9	0	19	0	8	12	10	9	0	12	11	11	10	0	0	0	6	11	0	13	9	10	0	0	10	8
451	0	13	1	0	3	0	18	0	20	10	5	10	5	4	15	22	7	11	8	2	11	9	14	7	9	11	7	13	22	12	6	0	19	0	9	15	20	5	0	15	0	0	10	13	13	16	17	0	0	14	19	0	0	0	9	9	0	2	12	16	21	0	0	0	6	6	13	0	9	10	10	0	0	14	14	11	2	12	1	11	12	8	0	3	0	15	7	8	12	15	7	12	8	5	0	5	10	0	14	4	16	0	8	14	11	12	11	7	5	19	11	7	0	7	13	12	0	11	10
452	0	10	7	0	13	10	9	0	7	9	9	0	0	4	12	9	6	0	13	6	9	0	7	14	15	8	0	9	0	14	12	12	9	7	4	13	12	9	0	11	7	7	0	13	14	0	10	8	15	12	9	0	9	7	0	9	12	4	10	3	14	0	12	14	5	6	0	10	0	16	7	12	0	8	0	17	7	14	15	5	0	10	9	9	12	20	14	9	4	1	4	9	2	14	0	9	0	0	10	3	15	13	14	12	12	4	15	8	5	3	11	4	0	9	0	12	5	13	0
453	6	12	0	6	6	0	6	12	0	7	0	19	7	12	14	0	10	25	6	16	0	12	16	20	15	0	12	12	10	15	2	7	14	13	0	12	11	9	10	14	4	0	0	0	7	13	15	0	6	4	12	0	0	8	10	8	0	11	6	8	0	0	0	8	0	0	10	16	8	0	10	5	10	11	0	4	0	7	14	0	11	6	4	19	12	10	3	13	15	0	9	5	9	9	0	11	11	14	13	10	6	0	0	13	8	6	6	16	0	9	17	7	9	0	14	0	14	14	0
454	9	13	0	9	9	3	9	11	0	13	16	11	10	8	9	12	0	7	0	6	12	0	8	11	11	3	9	1	10	0	0	9	14	0	0	0	4	7	0	9	8	0	12	0	0	7	3	7	5	13	17	0	1	0	3	0	8	13	5	0	0	9	21	0	19	15	9	8	12	5	14	10	0	0	14	9	16	0	7	2	15	16	0	9	14	0	16	0	17	0	8	5	17	9	0	4	13	10	12	21	11	8	7	7	9	16	7	7	0	15	15	0	16	10	5	0	13	6	0
455	12	0	4	12	2	2	0	0	4	0	9	1	4	0	15	8	0	0	7	9	12	16	2	4	0	0	0	0	0	1	0	0	1	5	10	18	0	5	13	6	0	20	11	9	13	0	17	0	10	0	16	4	0	12	8	11	5	14	8	15	15	10	0	16	8	16	6	4	3	15	8	15	7	11	6	9	11	10	13	11	6	0	0	5	17	18	13	14	6	4	12	10	11	16	4	0	7	0	10	3	0	3	11	3	12	16	4	5	11	17	0	0	0	0	2	0	9	3	17
456	0	11	3	10	9	0	14	0	8	5	6	4	10	16	0	17	19	14	11	0	0	8	0	5	13	16	23	2	15	9	4	14	5	0	9	7	0	16	20	9	15	12	10	0	8	10	8	15	0	14	11	5	0	9	13	11	15	11	19	5	13	0	0	1	2	0	14	7	6	10	2	0	10	0	0	15	7	13	8	17	4	19	0	10	0	16	9	17	0	0	0	18	5	0	10	13	14	16	0	11	13	13	11	10	10	0	11	0	15	0	2	16	0	4	9	18	9	11	9
457	11	0	14	13	10	11	4	7	16	19	13	2	0	0	13	21	13	9	7	7	13	0	0	0	16	0	17	14	12	3	17	0	0	9	9	3	3	3	12	12	6	8	6	9	0	0	9	11	9	19	11	0	0	4	7	0	0	8	1	10	19	16	6	11	8	0	14	20	13	11	0	10	0	12	0	10	20	14	5	6	0	11	15	8	6	6	0	10	11	0	14	0	14	4	7	7	11	8	5	7	8	0	9	18	17	3	11	12	10	6	13	0	0	1	14	1	13	4	3
458	17	2	1	9	21	17	10	12	7	0	0	0	0	7	5	15	3	6	4	3	17	15	17	14	8	14	0	9	0	0	13	10	15	8	14	13	0	5	5	7	17	7	3	10	0	0	0	16	5	12	17	8	0	9	9	18	11	8	11	11	5	13	15	17	9	16	11	16	7	10	0	14	5	1	19	7	7	12	5	9	8	1	10	0	17	14	15	21	5	5	9	9	0	11	8	4	9	0	11	0	17	14	15	17	14	12	14	0	8	8	11	0	7	1	14	4	12	7	11
459	15	7	16	3	15	7	0	11	0	0	20	0	9	9	0	0	15	9	0	7	0	2	11	10	21	9	5	3	11	8	3	4	1	7	4	19	6	0	9	14	16	0	1	19	11	14	11	0	10	11	0	7	4	9	0	0	4	9	8	5	0	0	0	9	0	8	16	11	2	13	13	9	6	0	10	11	16	13	0	8	12	12	12	7	2	6	14	3	24	13	9	0	9	0	16	5	15	25	5	13	5	7	0	11	0	15	8	8	3	15	6	8	14	3	3	0	16	0	13
460	0	1	10	0	0	5	9	1	0	2	0	7	0	8	7	0	5	10	10	10	0	10	10	0	13	0	0	10	0	7	14	12	9	10	0	9	0	6	14	8	0	0	12	5	9	4	12	6	13	11	4	12	7	6	16	0	13	10	12	0	9	12	13	7	14	17	7	1	12	5	11	11	0	8	0	12	0	7	6	14	6	17	10	21	13	18	16	8	0	16	0	10	7	16	9	1	4	10	16	5	17	0	0	6	2	0	14	0	11	5	14	15	13	18	6	8	9	28	6
461	4	13	2	0	0	15	18	7	16	7	15	15	4	16	0	0	10	0	11	2	0	2	11	12	7	4	12	9	5	20	7	0	13	0	0	11	17	9	13	9	7	0	11	15	6	0	9	14	11	15	17	13	0	18	11	10	0	11	16	0	7	12	0	10	9	24	10	11	10	13	13	9	3	7	14	7	3	5	11	8	0	13	0	2	9	17	4	12	17	11	11	0	13	17	3	7	14	0	8	16	9	14	5	0	4	0	9	0	0	0	10	8	8	9	14	8	0	0	8
462	8	14	0	1	0	15	20	15	0	0	19	5	13	1	8	0	13	14	19	11	3	0	15	0	7	11	17	12	11	5	0	9	8	0	0	11	4	5	4	8	9	4	0	11	15	0	18	9	0	0	7	10	11	0	9	7	5	6	0	4	5	9	10	0	15	0	7	0	12	18	14	0	0	8	9	0	9	0	0	0	6	16	11	13	4	11	0	8	0	12	2	0	12	12	10	11	5	6	7	12	0	14	0	10	0	1	15	5	1	12	0	11	18	12	0	9	5	4	21
463	3	11	18	5	0	13	12	11	0	16	0	9	7	19	12	13	6	4	19	10	12	6	0	9	0	8	0	0	16	11	11	13	5	14	0	9	4	7	9	11	0	8	4	18	7	19	18	14	0	15	0	6	16	4	12	7	11	11	5	18	15	0	14	0	11	8	5	15	2	5	10	11	15	0	12	0	10	14	12	9	9	5	8	11	12	17	2	10	12	0	10	12	17	17	5	10	5	6	14	0	2	7	14	0	3	10	7	4	5	0	0	8	14	9	13	9	17	14	7
464	0	8	16	15	11	0	1	7	12	11	2	0	0	0	9	5	5	9	12	20	6	10	17	0	12	9	0	20	0	14	0	13	0	7	22	9	19	6	17	13	1	3	8	0	9	11	9	8	0	14	0	9	12	5	0	0	16	0	5	5	14	0	2	12	10	13	6	12	8	9	0	17	0	9	3	4	0	10	10	8	12	10	8	20	0	0	10	13	9	13	9	4	0	14	7	16	10	13	13	10	12	0	0	0	8	17	0	11	4	0	5	4	7	1	0	6	7	14	0
